,all,neg,pos,neu
emotional,5,2.0,2.0,1.0
building,9,4.0,1.0,4.0
midwest,1,,1.0,
lol....so,1,,1.0,
T-Dub.,1,1.0,,
Day.....................I,1,,1.0,
here...WAZ,1,,,1.0
UUUUP!!!,1,,,1.0
peace.,2,1.0,,1.0
eww.,1,1.0,,
dislike,6,3.0,,3.0
`soak`,1,,1.0,
feed.,3,,2.0,1.0
thousand,3,1.0,,2.0
photos!!,1,,,1.0
Erin!,1,,1.0,
old.,6,4.0,2.0,
passing,4,1.0,1.0,2.0
germs,2,1.0,,1.0
surviving.,1,,,1.0
anything?,2,,1.0,1.0
boooo,2,,1.0,1.0
link.,7,1.0,3.0,3.0
YouTube.,3,,2.0,1.0
Tys.,1,,1.0,
"uncontrollably,",1,,1.0,
phogs,1,,,1.0
shallowness,1,,,1.0
annoy,3,1.0,1.0,1.0
straighten,3,1.0,,2.0
$67,1,,,1.0
"books,",1,,,1.0
complaints.,1,,,1.0
67,1,,,1.0
voucher!,1,,,1.0
(boy)friend,1,,1.0,
Spain..you,1,,1.0,
granted..luckily,1,,1.0,
booking,2,1.0,,1.0
HIGH,3,2.0,1.0,
FIVE.,1,1.0,,
"ahh,",1,,1.0,
reason..,2,1.0,1.0,
Heh,3,,2.0,1.0
arizzard,1,,,1.0
_II,2,,,2.0
foggy,1,,,1.0
stuvk,1,1.0,,
stpid,1,1.0,,
replys,3,2.0,,1.0
#fixreplies,2,2.0,,
mute,1,1.0,,
ASUS,1,,,1.0
PC.,2,,,2.0
_Rain,1,1.0,,
FINISHED,4,,,4.0
FILM,1,,,1.0
FINAL!!!,1,,,1.0
"(Well,",1,,,1.0
"part,",4,1.0,,3.0
it....),1,,,1.0
gooooonight,1,,1.0,
twitter......,1,,1.0,
sings,6,,5.0,1.0
`I,3,1.0,,2.0
Remember`?,1,,,1.0
alwaysss,1,,,1.0
actually.,7,3.0,3.0,1.0
Kinokuniya,1,1.0,,
"card,",4,2.0,,2.0
splurge.,1,1.0,,
overwhelmed.,1,1.0,,
dodger,1,,,1.0
game/mothers,1,,,1.0
2maro,1,,,1.0
ewl,1,,,1.0
8!,1,,,1.0
pamper,4,1.0,3.0,
lunch...Subway,1,,,1.0
Eat,4,,1.0,3.0
Fresh.......now,1,,,1.0
hols?,1,,1.0,
mead!,1,,1.0,
sports.,1,,,1.0
yanks,1,,,1.0
drink.,3,,1.0,2.0
bigggest,1,1.0,,
Fatigue,1,,1.0,
settling,1,,1.0,
through!,3,,2.0,1.0
lucky.,5,1.0,4.0,
shouldnt,5,3.0,2.0,
Chica,1,,1.0,
meaning,8,1.0,6.0,1.0
urlm.in/cnmt,1,,1.0,
popcorn,4,1.0,2.0,1.0
Tooshers.,1,,,1.0
Dexter,1,,1.0,
qld,1,,1.0,
Naw,1,,,1.0
#Supernatural,1,1.0,,
9:30pm,1,1.0,,
#Ten..,1,1.0,,
down..,3,3.0,,
Banana,4,1.0,2.0,1.0
cups,1,1.0,,
Coffee...Not,1,1.0,,
Healthy,4,1.0,3.0,
Breakfast!,2,1.0,1.0,
Grilled,3,,1.0,2.0
reefried,1,,,1.0
Gnite,1,,,1.0
Twitties,1,,,1.0
Ooh,5,1.0,1.0,3.0
hayfever,3,3.0,,
struck..thought,1,1.0,,
avoid,12,5.0,,7.0
nooo!,1,1.0,,
Remedies,1,1.0,,
anyone...?,1,1.0,,
platform,2,1.0,1.0,
games...,1,1.0,,
womp,2,,2.0,
woooomp!,1,,1.0,
bittt.,1,,,1.0
peicing,1,1.0,,
shoud,2,2.0,,
funy,1,,,1.0
school-day,1,,,1.0
:*:*,1,,,1.0
Dyed,1,,,1.0
hair.,8,1.0,3.0,4.0
.'back,1,,,1.0
black',1,,,1.0
Uhhh..,1,1.0,,
slow.,4,3.0,,1.0
cry!,3,2.0,,1.0
2nite&I,1,,1.0,
crumpin`,1,,1.0,
****-****,1,,1.0,
'crumpin`34,1,,1.0,
dub',1,,1.0,
paramore,4,,1.0,3.0
songs?,2,,2.0,
'emergency',1,,1.0,
Columbus,1,1.0,,
woods,6,2.0,1.0,3.0
GS.,1,1.0,,
advance,4,1.0,2.0,1.0
cheerleader,1,,1.0,
remix,3,2.0,1.0,
song.,11,,6.0,5.0
Ohrwurm,1,,1.0,
'colorblind'.,1,,1.0,
Pegel..cape,1,,1.0,
keliling,1,,1.0,
"kuil..but,totally",1,,1.0,
awesome!was,1,,1.0,
amazed,3,,2.0,1.0
"temple,culture,ambience..truly",1,,1.0,
thailand,1,,1.0,
"months,",4,1.0,2.0,1.0
price.,1,1.0,,
'go',1,,,1.0
"YM,",1,1.0,,
meebo,1,1.0,,
ebuddy,1,1.0,,
joins,1,,1.0,
networking,3,,1.0,2.0
http://bit.ly/15Fo4X,1,,1.0,
Due,2,1.0,,1.0
Donna,1,,1.0,
joyfull,2,,2.0,
~Siddy,1,,1.0,
Room,3,,,3.0
"clean,",3,,2.0,1.0
juice!,2,1.0,1.0,
"juice,",2,1.0,1.0,
Nico.,1,,,1.0
nowhere.,1,,,1.0
Reimer!,1,1.0,,
Thx!,2,1.0,1.0,
Old,4,2.0,1.0,1.0
Kubuntu,1,1.0,,
Blender,1,1.0,,
bunny,10,5.0,1.0,4.0
plants.,1,,,1.0
"Naturally,",1,,,1.0
shooting.,1,,,1.0
bunny.,1,,,1.0
Effy!,1,,,1.0
Grench,1,1.0,,
AKL,1,,1.0,
whom?,2,,1.0,1.0
_H,1,,,1.0
Daisy,2,1.0,,1.0
Love?,1,,,1.0
lord,4,2.0,1.0,1.0
becuz,4,2.0,2.0,
sleeveless,1,1.0,,
top!,2,1.0,,1.0
BELIEVE,1,1.0,,
that!?,2,1.0,1.0,
figuring,6,1.0,,5.0
kiddin`,1,,,1.0
Shy,1,,,1.0
describe,2,1.0,,1.0
Fyi-,1,1.0,,
flourescents,1,1.0,,
"face-peely,",1,1.0,,
hideous?,1,1.0,,
lipstick?,1,1.0,,
estimate,1,,,1.0
timeframe,1,,,1.0
repair.,1,,,1.0
CoLab,1,,,1.0
listen...,1,1.0,,
Wee,2,1.0,,1.0
milkkk,1,,,1.0
"last,",2,1.0,1.0,
Equations,1,,,1.0
graphs,1,,,1.0
celebrity,2,1.0,1.0,
"worship,",1,,1.0,
"think,",9,2.0,2.0,5.0
Unpacked,1,,1.0,
"everything,",5,3.0,1.0,1.0
away....I`m,1,1.0,,
John:,1,,,1.0
http://tinyurl.com/cq5nkp,1,,,1.0
week!!,9,1.0,4.0,4.0
design,11,6.0,2.0,3.0
GRAPHIC,1,1.0,,
DESIGN,1,1.0,,
freelance.,1,1.0,,
Sad.,4,3.0,,1.0
status:,1,1.0,,
maui,2,2.0,,
recommendations.,1,1.0,,
maui!,1,1.0,,
her....i,1,1.0,,
cartoons,1,,,1.0
"breakfast,",3,,1.0,2.0
already?!?,1,1.0,,
dear.,10,5.0,2.0,3.0
terrible.,2,2.0,,
"however,",4,1.0,2.0,1.0
moleskine,1,1.0,,
rule.,2,2.0,,
rent.,1,,1.0,
dati,1,,,1.0
e.,1,,,1.0
"Lian,",1,,,1.0
"Eina,",1,,,1.0
"Gelli,",1,,,1.0
Zero,2,1.0,,1.0
Francis.,1,,,1.0
fit!,1,,,1.0
goddam?!,1,1.0,,
7.30,2,1.0,,1.0
soon...we,1,,1.0,
Simply,1,1.0,,
Recipes.,1,1.0,,
Sorries!,1,1.0,,
Canucks,2,1.0,1.0,
score,9,1.0,4.0,4.0
yaay,1,,1.0,
VanCity,1,,1.0,
Skimchamp,1,,1.0,
Taxi,2,1.0,1.0,
Service!,1,,1.0,
land!,1,,1.0,
"IceTV,",1,1.0,,
#TwitterBerry,1,,1.0,
Application,1,,1.0,
#BlackBerry,1,,1.0,
Bold,2,,1.0,1.0
9000..,1,,1.0,
"Cheers,",1,,1.0,
live..,2,,1.0,1.0
#SMR,1,,1.0,
hon!,1,,1.0,
poet,2,,2.0,
"exam,",6,2.0,1.0,3.0
scary.,1,,,1.0
atm,8,3.0,,5.0
(Soulja,3,,,3.0
`Em,3,,,3.0
LIVE,8,,1.0,7.0
http://ustre.am/2UhS),3,,,3.0
withstanding,1,1.0,,
moving;,1,1.0,,
podcast,3,,2.0,1.0
listenening,1,,1.0,
8mm,1,,,1.0
plug.,2,,1.0,1.0
"Help,",1,,,1.0
maximum,1,,,1.0
stretch,3,1.0,,2.0
more...,2,,1.0,1.0
TCU,1,,,1.0
nightly,3,,,3.0
scan,5,2.0,1.0,2.0
starts!,1,,,1.0
graduated,5,1.0,1.0,3.0
http://is.gd/JslB,1,1.0,,
#palmpre,1,1.0,,
boyssss,1,,,1.0
RI.,1,,,1.0
dam,4,2.0,1.0,1.0
publicist!,1,,,1.0
"w00t,",1,,,1.0
_Songs,1,1.0,,
begin,4,1.0,1.0,2.0
'Bacon,1,,1.0,
Mary'...,1,,1.0,
'Bloody,1,,1.0,
Piggy!',1,,1.0,
idea!),1,,1.0,
Yessss,1,,1.0,
Borders,2,1.0,1.0,
bare,4,3.0,,1.0
shelves...,1,1.0,,
"hey,",13,2.0,3.0,8.0
gig!,2,,1.0,1.0
emayal,1,,1.0,
loops,1,,1.0,
disgusted,4,3.0,,1.0
"baron,",1,,,1.0
homie!!,1,,,1.0
'effort',1,,,1.0
'team',1,,,1.0
shwasty?,1,,,1.0
shloshed?,1,,,1.0
http://twitpic.com/2dmtn,1,,1.0,
King..,1,,1.0,
cuuuute,2,,2.0,
fella,2,,2.0,
_couper,1,,,1.0
sons,2,,,2.0
"cs,",1,,1.0,
"twitterverse,",2,,2.0,
"anything,",8,3.0,4.0,1.0
Super,10,2.0,6.0,2.0
pumped,5,1.0,,4.0
'Relay,1,,,1.0
Life',1,,,1.0
Grandpa,1,,,1.0
`06,2,,,2.0
Howard,2,,1.0,1.0
bit...,1,,1.0,
"wrong,",5,4.0,,1.0
flushed,1,1.0,,
shaky,2,1.0,,1.0
sweat.,2,1.0,,1.0
Idk,7,2.0,,5.0
_baby,1,,,1.0
obsession,4,,2.0,2.0
right???,1,,,1.0
Cutest,1,,1.0,
Cat,3,1.0,1.0,1.0
moments,7,,5.0,2.0
http://shrt.st/4ce,1,,1.0,
wakeup,1,,1.0,
gfs,2,,2.0,
ilook,1,,1.0,
Demi`s,1,,1.0,
twitter!,21,4.0,6.0,11.0
http://twitpic.com/4wsue,1,,1.0,
*blushes*,1,,1.0,
Gig,1,,,1.0
exahausted,1,,,1.0
Borrowing,1,1.0,,
Lenovo,3,1.0,2.0,
trackpad,1,1.0,,
quarters.,1,1.0,,
Seriously,4,1.0,1.0,2.0
'ICANT,1,1.0,,
"LIVE,",1,1.0,,
live!!!',1,1.0,,
oooowwwch,1,1.0,,
"plaster,",1,1.0,,
bleed,4,2.0,,2.0
woops!,1,,,1.0
DMs,2,,1.0,1.0
*waves,2,,2.0,
naughty,1,,,1.0
meet!,1,,,1.0
Ugh..,3,3.0,,
apparantly,2,2.0,,
authorized,1,1.0,,
refills,1,1.0,,
"up),",1,1.0,,
status,13,2.0,3.0,8.0
review.,1,1.0,,
personality,2,,1.0,1.0
feel...,1,,,1.0
boyfrann,1,,,1.0
gots,13,1.0,1.0,11.0
sprung,1,,,1.0
practicing,2,1.0,,1.0
blackjack,2,2.0,,
skills.,2,1.0,,1.0
hopeful.,1,1.0,,
http://yfrog.com/0l2tsj,1,1.0,,
(customer,1,,,1.0
"address),",1,,,1.0
_crumbles,1,,1.0,
attack.,1,,1.0,
4d,2,,1.0,1.0
"holiday,",1,,1.0,
gtg,2,,1.0,1.0
cobra`s,1,,,1.0
"myspace,",2,,,2.0
ttyl,3,,1.0,2.0
santi,1,,,1.0
non-Yahoo,1,,1.0,
acc.,1,,1.0,
bought-out,1,,1.0,
Yahoo-spam,1,,1.0,
_d,9,1.0,5.0,3.0
Leigh,3,,3.0,
shopping...fantastic,1,,1.0,
xxxxx,3,,1.0,2.0
http://blip.fm/~5z4p7,1,,,1.0
nope-,1,1.0,,
ne,2,1.0,1.0,
HATERS!!!!,1,1.0,,
Ugh...,3,2.0,,1.0
ONLINE!,1,,,1.0
"kelli,",1,1.0,,
byron,1,1.0,,
cell...nothin,1,1.0,,
candid-ness!,1,1.0,,
please..,2,1.0,1.0,
Field,4,2.0,,2.0
notebook,1,1.0,,
filling,8,3.0,2.0,3.0
up!!,6,3.0,3.0,
RIP,15,13.0,1.0,1.0
seventeen,2,,,2.0
chorleywood,1,,,1.0
cambridge,1,,,1.0
alright!,2,,1.0,1.0
tuning,1,,,1.0
(got,1,,,1.0
spot?,1,,,1.0
raising,1,,,1.0
handz,1,,,1.0
_oliver,3,1.0,,2.0
"Mums,",1,1.0,,
guys????,1,1.0,,
works!!,1,,,1.0
filas,1,1.0,,
definently,1,1.0,,
"Britain,",1,1.0,,
"met,",1,1.0,,
hours/trying,1,,1.0,
Kimba,1,,,1.0
certain,11,3.0,2.0,6.0
groups,6,2.0,2.0,2.0
juniors.,1,,,1.0
"hello,",2,,1.0,1.0
Korea?,1,,,1.0
knw,4,1.0,,3.0
wiv,4,1.0,1.0,2.0
rents,1,1.0,,
4yr,1,1.0,,
standard,3,,3.0,
"version,",3,1.0,1.0,1.0
blu,2,,1.0,1.0
effect,1,,1.0,
drama!,1,,,1.0
babes,2,1.0,,1.0
seriuosly,1,,,1.0
yourself!!,1,,,1.0
Reminders,1,,1.0,
Posture,1,,1.0,
awhile.....,1,,1.0,
it??,4,1.0,,3.0
Gosh!,1,1.0,,
chat..,1,1.0,,
Amanda,2,,2.0,
Peet,1,,1.0,
Love.,1,,1.0,
"Classic,",1,,1.0,
OMGSH,1,,1.0,
BEING,3,1.0,1.0,1.0
FOLLOWED,2,,1.0,1.0
BY,1,,1.0,
>>PARAMORE<<,1,,1.0,
town....no,1,,,1.0
fields,1,,,1.0
Whatever.,1,,,1.0
Workweek`s,1,,,1.0
Sim,1,,,1.0
Mindless,1,,1.0,
walwal.,1,,1.0,
shopping.,4,1.0,,3.0
core,8,3.0,2.0,3.0
twitter-ers,1,,1.0,
"shine,,",1,,1.0,
youre,15,4.0,4.0,7.0
sumptuous,1,,1.0,
_matta,1,,,1.0
'how,4,1.0,,3.0
me',4,1.0,1.0,2.0
quiz!!,1,,,1.0
yday,1,,,1.0
Tallebudgera,1,,,1.0
5pm.....visiting,1,,,1.0
Anita`s,1,,,1.0
tree........could,1,,,1.0
spite.,1,,1.0,
whatever..,1,,1.0,
unforgettable,1,,1.0,
DC,7,4.0,1.0,2.0
Duty,1,,1.0,
pwns.,1,,1.0,
xtra,1,,1.0,
Wolvarine,1,,1.0,
frnd...,1,,1.0,
ahead...,1,1.0,,
LH,1,,1.0,
Fopp,1,,1.0,
damnnn.,1,,,1.0
timeee,1,,,1.0
bahhhh..,1,1.0,,
him..i,2,,,2.0
yesterday...ill,1,,,1.0
tomorrow....****,1,,,1.0
athens,1,,,1.0
'Sicko',1,1.0,,
utterly,2,1.0,1.0,
digusted,1,1.0,,
country...,1,1.0,,
importantly,1,,1.0,
buttfuck,1,1.0,,
stupid.,7,5.0,1.0,1.0
forgetful,1,1.0,,
ACTUALLY,6,1.0,2.0,3.0
ssshh,1,,,1.0
empitome,1,1.0,,
BROKE,2,2.0,,
HAD,4,2.0,1.0,1.0
PIZZA,1,1.0,,
BECAUSE,2,2.0,,
STRESSED,2,1.0,1.0,
yeah....but,1,,,1.0
control,3,3.0,,
thoughts?,2,1.0,1.0,
Holy,14,7.0,1.0,6.0
****...Sharapova,1,1.0,,
unseeded,1,1.0,,
"qualifier...ok,",1,1.0,,
doubles!,1,1.0,,
my...,2,1.0,,1.0
offended.,2,2.0,,
twilight?,1,,1.0,
did!,5,,4.0,1.0
Yum.,4,1.0,1.0,2.0
wellity!,2,,2.0,
sensibility,2,,2.0,
come!,6,,3.0,3.0
BEAT,2,,2.0,
LILY,2,,2.0,
disney,7,3.0,,4.0
row,11,4.0,2.0,5.0
"P,",1,,,1.0
Corrupted,1,,,1.0
cap?,1,,,1.0
cap,3,1.0,1.0,1.0
Jesus!,1,,,1.0
Bidden,1,,1.0,
hip,2,,,2.0
hop,6,1.0,1.0,4.0
www.bseresults.net,1,,,1.0
Treadmill,1,,,1.0
devastated,4,4.0,,
manchester,5,2.0,1.0,2.0
UCL,1,1.0,,
install,8,1.0,,7.0
iMacs.,1,,,1.0
Digiqom,1,,1.0,
welcomed,1,,1.0,
_O,2,,2.0,
philippines!,2,,2.0,
_98,2,,1.0,1.0
Kevin,4,1.0,1.0,2.0
studyhall,1,,,1.0
meAn,1,1.0,,
_bach,3,,2.0,1.0
positive,10,,8.0,2.0
contributions,1,,1.0,
silent,1,1.0,,
cartoons.....,1,,,1.0
linux,2,1.0,,1.0
Definitley,1,,,1.0
All!,1,,1.0,
recos!,1,,1.0,
blessed!,1,,1.0,
animating,2,,2.0,
row!,2,,1.0,1.0
Stat!,1,,,1.0
mess.,4,2.0,,2.0
iLove,2,,1.0,1.0
TINK!,1,,1.0,
means!!),1,,1.0,
JKUK,1,,1.0,
girls!,3,,3.0,
_Girl,3,1.0,1.0,1.0
thaz,1,,1.0,
PJ,4,1.0,2.0,1.0
"address,",1,,,1.0
fyi,2,1.0,,1.0
riot,2,,,2.0
Luton,1,,,1.0
BA,1,,,1.0
HAA!,1,,,1.0
(****),3,1.0,1.0,1.0
though?,3,1.0,1.0,1.0
hale,1,,1.0,
yeahhh,2,,1.0,1.0
hahaha.,9,,2.0,7.0
grieco!,1,,1.0,
MOM!,2,,2.0,
married,14,2.0,3.0,9.0
http://twitpic.com/67k9w,1,,1.0,
besties.,6,,1.0,5.0
"downtown,",1,,,1.0
30-40,1,,,1.0
veggie,4,,2.0,2.0
burgers,7,1.0,1.0,5.0
Whether,1,,,1.0
disagree,2,1.0,,1.0
"respond,",1,,,1.0
nap,34,10.0,4.0,20.0
marley,2,1.0,,1.0
baby...I`m,1,1.0,,
beast,3,2.0,1.0,
"away,",5,3.0,,2.0
128,1,,,1.0
beyonce,2,1.0,,1.0
Chilling,6,1.0,5.0,
Dayyyy.,1,,1.0,
mummyyyyyyyy,1,,1.0,
"glad,",1,,1.0,
Orleans,1,,1.0,
"Work,",5,,1.0,4.0
`Hi`,1,,,1.0
enthusiastic,2,,,2.0
paul,2,1.0,,1.0
xbox720,1,,,1.0
geek,6,,4.0,2.0
watchn,1,1.0,,
attributed,1,,,1.0
seizure,1,,,1.0
inducing,1,,,1.0
color/light,1,,,1.0
Soloist.,1,,,1.0
builds,1,1.0,,
air-con?,1,1.0,,
Bloody,4,3.0,,1.0
boiling,4,3.0,,1.0
marie,1,1.0,,
"antoinette,",1,1.0,,
"hairdo,",1,1.0,,
fab,13,3.0,6.0,4.0
"clothes,",1,1.0,,
macarons.,1,1.0,,
Crappy,2,2.0,,
youuu,2,1.0,,1.0
dodging,2,1.0,1.0,
semis,1,1.0,,
Game.,1,,,1.0
kindergarten,2,,1.0,1.0
Mrs.,8,2.0,3.0,3.0
Collinson,1,,1.0,
lady.,4,,3.0,1.0
fantastic!,3,,3.0,
28ï¿½,1,,,1.0
VanCity?,1,,,1.0
shizz.,1,,,1.0
peoples!!,1,,1.0,
twitterers!!,1,,1.0,
*Welcome,1,,1.0,
Home*,1,,1.0,
friend?,4,2.0,1.0,1.0
Taco,1,,1.0,
Bell,1,,1.0,
Tramp!Yesssssir,1,,1.0,
around?,2,,,2.0
There`ve,1,,,1.0
deaths,1,,,1.0
:-S,1,,,1.0
noodle,3,1.0,1.0,1.0
soup......,1,,,1.0
prince,2,,1.0,1.0
routine,2,,1.0,1.0
Dmv,1,,,1.0
lag,2,,,2.0
working...,2,,,2.0
Stuff,2,,,2.0
Magazine,1,,,1.0
"Dammit,",1,,,1.0
isnt.,1,,,1.0
book!!,1,,,1.0
York,7,2.0,1.0,4.0
1500ft,1,,1.0,
Apple.,1,,1.0,
unlucky!,1,1.0,,
boo!,6,3.0,2.0,1.0
must`ve,2,1.0,,1.0
phone!,6,4.0,2.0,
either!,4,2.0,1.0,1.0
it..Do,1,,1.0,
well!!,2,,2.0,
2do,1,,1.0,
usual!,2,,1.0,1.0
thanking,2,,2.0,
"house,",7,1.0,3.0,3.0
praising,2,,2.0,
hedge,1,,1.0,
OMG...,2,1.0,1.0,
Ducky,1,1.0,,
Land,2,1.0,,1.0
murdered,2,2.0,,
WTF?,3,2.0,,1.0
posting.,1,1.0,,
08.05.09,1,,,1.0
Pineforest,1,,,1.0
http://tinyurl.com/ojugsb,1,,,1.0
pitchfork,1,1.0,,
shutup,1,1.0,,
#primavera.,1,1.0,,
spain,2,2.0,,
BLAZE,1,1.0,,
alive!!!...I`m,1,1.0,,
done..to,1,1.0,,
todat,1,1.0,,
Verizon,2,2.0,,
_soul,1,,,1.0
"didn`t,",3,2.0,,1.0
mcast,1,1.0,,
sheli,1,,,1.0
gerbil,1,1.0,,
_Waters,1,,,1.0
hilarious.,7,,6.0,1.0
2night-,1,,,1.0
"parties,",2,,,2.0
"times,",10,3.0,3.0,4.0
awkward,4,1.0,1.0,2.0
situations,5,2.0,,3.0
highlight-,1,,,1.0
nims,1,,,1.0
annie,1,,,1.0
satellite,2,,,2.0
downnnn,1,,,1.0
winds,1,,,1.0
blew,6,2.0,,4.0
outfield.,1,,,1.0
krispy,1,,1.0,
kreme.,1,,1.0,
SOME,7,2.0,2.0,3.0
DOUGHNUTS,1,,1.0,
lohang:,1,,1.0,
!librefm,1,,1.0,
#audacious,1,,1.0,
combination,1,,1.0,
http://is..,1,,1.0,
http://tinyurl.com/r5o3zj,1,,1.0,
pic!!,1,1.0,,
jam,10,2.0,5.0,3.0
'office,1,,1.0,
space',1,,1.0,
tonite!!,1,,1.0,
Hunny,2,,2.0,
Work!!!!!,1,,1.0,
Finishin,1,,1.0,
Song,3,,2.0,1.0
aunts,2,1.0,,1.0
hopfully,1,,,1.0
"cart,",1,,,1.0
`sigh`,1,,,1.0
fullest,1,,1.0,
lottt.,1,1.0,,
Fml!,1,1.0,,
"Ughhhhhhhhh,",1,1.0,,
anwhere,1,1.0,,
events,9,4.0,1.0,4.0
area?,1,1.0,,
_babsi,1,1.0,,
manual,4,2.0,1.0,1.0
process...,1,1.0,,
4ever,3,2.0,1.0,
outlook,4,1.0,1.0,2.0
database...,1,1.0,,
pffff.,1,1.0,,
msft,1,1.0,,
@_Flik_,1,,1.0,
year`s,3,,2.0,1.0
NaNoWriMo,1,,1.0,
competition.,1,,1.0,
rolling,4,1.0,1.0,2.0
expected.,3,1.0,2.0,
6:15.,1,,1.0,
Radio1,1,,1.0,
Fire,5,1.0,2.0,2.0
overr,1,,,1.0
for?v,1,,,1.0
`they`re,1,,1.0,
again`,1,,1.0,
JLS,1,,1.0,
band?,1,,1.0,
genre,1,,1.0,
play?,1,,1.0,
_r,1,,,1.0
struggle,2,,,2.0
Drake,1,,,1.0
something.,12,3.0,4.0,5.0
Buying,3,,1.0,2.0
impersonal.,1,,,1.0
`You,2,,2.0,
Eat`,1,,1.0,
Digest`,1,,1.0,
TodayISaProsperous,1,,1.0,
&Productive,1,,1.0,
ThankUJesus!,1,,1.0,
BeYEBlessed!,1,,1.0,
aaauuuggghhh!,1,,,1.0
check!,4,,,4.0
"mcdonald`s,",1,,,1.0
cheetos!,1,,,1.0
bt,8,3.0,3.0,2.0
boverd...x,1,1.0,,
wizard,2,,,2.0
waverly,1,,,1.0
rhythms,1,,,1.0
sinc,1,,,1.0
inutero.,1,,,1.0
sights,1,,1.0,
food.......,1,,1.0,
#ukpubs,1,,1.0,
tweeps..,1,1.0,,
copied,2,1.0,1.0,
Probably,15,5.0,1.0,9.0
ish!!!!,1,,1.0,
tostitos,1,,,1.0
piknik,1,,,1.0
spinach,2,,,2.0
dip,2,,,2.0
S&R.,1,,,1.0
depressing.,3,3.0,,
Pregnant,1,1.0,,
stressed,12,11.0,,1.0
hotel.,1,,,1.0
"note,",6,1.0,2.0,3.0
excited/sad,1,,,1.0
Dani,1,,,1.0
Brazil...,2,,1.0,1.0
"Houston,",1,,,1.0
http://is.gd/ysAh,1,,,1.0
ok?,6,1.0,2.0,3.0
u!!,5,,4.0,1.0
Yep,3,,,3.0
works.,4,1.0,2.0,1.0
Potbelly,1,,,1.0
Chi-town,2,,,2.0
comp,9,3.0,1.0,5.0
vote!,2,1.0,,1.0
somehow!!!!!!,1,1.0,,
Yea,6,1.0,3.0,2.0
amercia,1,,,1.0
bebo,4,1.0,,3.0
set!,1,,1.0,
click,7,1.0,,6.0
"Settings,",1,,,1.0
timeline,3,1.0,,2.0
page.,4,,,4.0
'coomee,1,,1.0,
ja-maiii-cah,1,,1.0,
right!!',1,,1.0,
associate,1,1.0,,
asses!,1,1.0,,
sony,2,,2.0,
ericsson,1,,1.0,
Berry`d,1,,1.0,
else...,1,,1.0,
MUCH,4,1.0,1.0,2.0
TODAY,5,1.0,2.0,2.0
alyssa,1,,1.0,
arellano,1,,1.0,
mika,1,,1.0,
reyes,2,1.0,1.0,
:*,3,,2.0,1.0
Houston,5,2.0,,3.0
SMH!!!!,1,1.0,,
around..Almost,1,1.0,,
Nellie.,1,,,1.0
blisters.,1,,,1.0
"helpful,",2,,2.0,
"lot,",2,,1.0,1.0
realized.,1,,1.0,
wow.,6,,4.0,2.0
fox.,1,,,1.0
>8D,1,,1.0,
Reception,1,,,1.0
Champagne,1,,,1.0
http://twitpic.com/67eba,1,,,1.0
sweetest.,1,,1.0,
cuz!,1,,1.0,
Truly?,1,,,1.0
validation,1,,1.0,
stat!,1,,,1.0
assume,4,1.0,,3.0
item,6,2.0,2.0,2.0
nested,1,1.0,,
"lines,",1,1.0,,
invert,1,1.0,,
weee!,1,,1.0,
Staying,3,1.0,,2.0
linoleum,1,,,1.0
carving,1,,,1.0
(due,1,,,1.0
tomorrow).,1,,,1.0
fill,8,2.0,,6.0
"lyrics,",1,1.0,,
'don`t,1,1.0,,
concretize,1,1.0,,
it',6,2.0,3.0,1.0
elsewhere,2,,,2.0
must...,2,,,2.0
intentionally,3,2.0,,1.0
SAID,3,1.0,,2.0
'GIVE,2,1.0,,1.0
TC,3,1.0,1.0,1.0
CHANCE!',1,,,1.0
MISS,15,10.0,1.0,4.0
THOMAS,3,1.0,,2.0
ON.,4,1.0,,3.0
THIS!,3,1.0,,2.0
http://bit.ly/r6RfC,3,1.0,,2.0
airport!,2,,,2.0
http://plurk.com/p/x2wsw,1,,,1.0
allllllllright,1,,,1.0
exposed,1,,,1.0
nooo...,1,1.0,,
connoisseur,1,1.0,,
putet,1,1.0,,
Leo,2,,1.0,1.0
Carillo,1,,,1.0
WIll,1,,,1.0
Rogers,3,,1.0,2.0
Parks,1,,,1.0
http://tinyurl.com/lhq8gs,1,,,1.0
tip,6,1.0,1.0,4.0
howmany,1,,,1.0
..the,3,2.0,,1.0
temp,5,1.0,2.0,2.0
15C,1,,,1.0
30C,1,,,1.0
Kate.,1,1.0,,
8.,4,2.0,,2.0
hungraaaaaaaaay.,1,,,1.0
LUNCH.,1,,,1.0
PS-,3,,2.0,1.0
jailbreaking,1,,,1.0
"iPod,",2,1.0,,1.0
stacie,1,,,1.0
UGH!,5,4.0,,1.0
STOP,1,1.0,,
biting,2,1.0,,1.0
grrrrr,1,1.0,,
"come,",2,,1.0,1.0
nigguh.,1,,,1.0
Bali,2,,1.0,1.0
subjects,3,2.0,,1.0
davis.,1,1.0,,
mum!,2,,2.0,
modern,5,1.0,4.0,
account!,2,,1.0,1.0
procrastinate!,1,,,1.0
do...),1,,,1.0
muji,1,,,1.0
yipee.,1,,,1.0
here?,7,1.0,1.0,5.0
JT`s,1,,,1.0
BSG,1,,,1.0
disks?,1,,,1.0
lose.,2,2.0,,
balls.,2,1.0,,1.0
Volume,1,,1.0,
DVD.,4,,2.0,2.0
cheaper,4,1.0,2.0,1.0
going...,4,1.0,1.0,2.0
