,all,neg,pos,neu
nomore,1,1.0,,
brooklyn,6,3.0,1.0,2.0
immune,2,1.0,,1.0
newborns,2,1.0,1.0,
_m,10,2.0,1.0,7.0
probby,1,1.0,,
jelous,2,1.0,,1.0
theatre,18,2.0,9.0,7.0
toledo,1,,,1.0
shitshow,1,,,1.0
imaginary,3,1.0,1.0,1.0
named,11,3.0,4.0,4.0
vince,2,2.0,,
encourage,2,1.0,1.0,
lyndi,1,,1.0,
listenin,6,2.0,1.0,3.0
takin,6,1.0,4.0,1.0
laters,3,1.0,1.0,1.0
slack,1,,,1.0
legacy,1,,1.0,
gr8,11,,10.0,1.0
itsucks,3,3.0,,
texting,15,3.0,7.0,5.0
woop,12,2.0,9.0,1.0
rehearsing,2,,2.0,
fx100,1,1.0,,
ip,2,1.0,,1.0
teradici,1,1.0,,
linux,6,2.0,2.0,2.0
ubuntu,8,2.0,3.0,3.0
kernel,2,2.0,,
snd,2,1.0,1.0,
hda,1,1.0,,
intel,3,2.0,1.0,
drv,1,1.0,,
cam,9,1.0,3.0,5.0
_gutter,1,,,1.0
_benson,7,,6.0,1.0
macarena,3,,3.0,
layin,2,2.0,,
txtin,2,1.0,,1.0
wishin,1,1.0,,
badoptus,1,,,1.0
chillaxing,4,,2.0,2.0
hyde,1,,1.0,
_extacy,1,,,1.0
delete,9,4.0,,5.0
carolina,4,1.0,2.0,1.0
magicmoment,1,,,1.0
67ljj,1,,,1.0
teenagers,6,2.0,1.0,3.0
encouragement,2,,1.0,1.0
atleast,12,3.0,5.0,4.0
dough,2,1.0,1.0,
calms,1,,1.0,
knowledge,7,3.0,3.0,1.0
rolls,7,1.0,5.0,1.0
waxed,2,1.0,,1.0
nearly,23,8.0,3.0,12.0
conversation,20,4.0,9.0,7.0
domestic,4,,,4.0
partner,9,2.0,4.0,3.0
maxim,2,,,2.0
coors,1,,,1.0
caddy,2,,1.0,1.0
dloeyu,1,,,1.0
jet,6,1.0,2.0,3.0
cancel,9,6.0,1.0,2.0
planes,4,1.0,1.0,2.0
hans,1,,1.0,
unite,2,1.0,1.0,
chabibi,1,,,1.0
follows,5,2.0,,3.0
princess,8,2.0,5.0,1.0
saddest,7,7.0,,
jtv,1,1.0,,
awwwwww,2,1.0,,1.0
shes,32,11.0,11.0,10.0
twittpic,1,,,1.0
diddy,1,,,1.0
diiinner,1,,,1.0
brazil,13,,9.0,4.0
dooooooodddddiiiieeee,1,1.0,,
attach,1,,,1.0
mammals,2,,,2.0
mammary,1,,,1.0
glands,2,1.0,,1.0
produce,4,,,4.0
formula,3,,2.0,1.0
warhammer,2,1.0,,1.0
40k,1,1.0,,
gamers,1,1.0,,
twitterfriends,1,,,1.0
__,9,3.0,3.0,3.0
bin,3,3.0,,
series,20,7.0,8.0,5.0
elite,1,,,1.0
dallas,9,3.0,2.0,4.0
epl,1,,,1.0
derby,3,,1.0,2.0
shudnt,1,1.0,,
mowgli,1,1.0,,
useful,9,2.0,5.0,2.0
explicitly,2,1.0,1.0,
threads,2,,1.0,1.0
koala,1,,,1.0
pubquizzing,1,,,1.0
11e,1,,,1.0
sinon,1,,,1.0
mardi,1,,,1.0
quesadillas,2,,1.0,1.0
wallpaper,4,1.0,1.0,2.0
_addict,1,,,1.0
anna,9,2.0,4.0,3.0
mhc,1,,,1.0
smooch,1,,,1.0
showered,4,1.0,3.0,
strained,1,,,1.0
er,21,9.0,6.0,6.0
stiches,1,1.0,,
ouchie,2,1.0,,1.0
agh,5,3.0,2.0,
wales,7,1.0,2.0,4.0
scrubbing,1,1.0,,
_rachinea,1,1.0,,
byes,1,1.0,,
awhhh,2,,2.0,
thankfully,6,,4.0,2.0
regular,11,2.0,3.0,6.0
keyboard,13,2.0,5.0,6.0
loopjazz,1,,,1.0
ez,1,,,1.0
bej,2,,,2.0
hr,13,5.0,5.0,3.0
springleaf,1,,,1.0
tower,1,,,1.0
fries,10,4.0,2.0,4.0
faces,10,4.0,2.0,4.0
cubs,6,2.0,1.0,3.0
miller,3,,1.0,2.0
tonights,18,6.0,4.0,8.0
potus,2,1.0,1.0,
five,27,9.0,10.0,8.0
politico,1,1.0,,
politico44,1,1.0,,
marykay,1,,,1.0
sendai,1,,,1.0
jamba,3,,1.0,2.0
thirty,6,1.0,1.0,4.0
awhile,15,4.0,4.0,7.0
daddddd,1,,,1.0
aching,5,4.0,,1.0
rugby,3,,2.0,1.0
coldplay,4,,2.0,2.0
showers,4,,2.0,2.0
heahhh,1,,1.0,
srry,4,3.0,,1.0
toooooo,1,,1.0,
soldiers,2,,2.0,
discuss,5,2.0,1.0,2.0
trafficking,1,,1.0,
daly,1,,1.0,
chaplain,1,,1.0,
therapist,1,,1.0,
tesco,9,2.0,,7.0
promising,3,2.0,1.0,
scrape,1,,,1.0
blerg,2,,,2.0
pj,7,3.0,2.0,2.0
dayy,9,2.0,3.0,4.0
veryy,1,,,1.0
repost,2,,1.0,1.0
malta,1,1.0,,
springfield,1,,1.0,
expense,2,,1.0,1.0
limits,2,2.0,,
marina,3,2.0,1.0,
participate,1,1.0,,
barcelona,6,1.0,1.0,4.0
weeken,1,1.0,,
relatively,3,1.0,,2.0
minor,8,1.0,6.0,1.0
furbabies,1,,,1.0
paramore,12,1.0,7.0,4.0
_dahsar,1,,1.0,
thanxs,1,,1.0,
alllllllllllllllllllllllllllll,1,,,1.0
wakenbake,1,,,1.0
brits,4,,3.0,1.0
whittled,1,,1.0,
saints,2,,1.0,1.0
2zgfk,1,,1.0,
bazillions,1,,,1.0
americans,10,3.0,4.0,3.0
presents,7,,7.0,
sleeeeep,2,1.0,1.0,
leadership,3,3.0,,
lazel,1,1.0,,
bankrupt,1,1.0,,
cooks,4,1.0,,3.0
choices,3,2.0,1.0,
singles,2,1.0,,1.0
1km,1,1.0,,
td,3,2.0,,1.0
decoupling,1,1.0,,
goingg,1,,,1.0
cleaned,14,4.0,2.0,8.0
spammer,2,1.0,,1.0
jogged,1,,,1.0
nina,5,,1.0,4.0
reminded,8,3.0,1.0,4.0
turbines,1,,,1.0
blown,5,2.0,2.0,1.0
honeyyyy,1,1.0,,
arnold,4,2.0,2.0,
thornberrys,1,1.0,,
closed,35,10.0,3.0,22.0
trampoline,5,1.0,1.0,3.0
ss6yp,1,1.0,,
frustrating,7,6.0,,1.0
jo,5,4.0,1.0,
bruised,4,3.0,1.0,
schoolwork,1,,1.0,
rehearsal,5,1.0,1.0,3.0
ru,3,,1.0,2.0
erocka,1,1.0,,
truly,19,6.0,11.0,2.0
enlightening,1,,1.0,
_bree,1,,,1.0
otters,1,,,1.0
shell,2,,,2.0
honourary,1,,1.0,
fluffette,1,,1.0,
scrub,3,,1.0,2.0
moisturize,1,,,1.0
showering,2,,,2.0
inclined,2,1.0,,1.0
en,8,1.0,2.0,5.0
rephael,1,,,1.0
djc_yana,1,,,1.0
cera,1,,,1.0
jacksons,2,,,2.0
chillen,4,1.0,,3.0
shorty,2,1.0,,1.0
shortage,1,1.0,,
bers,1,1.0,,
madison,2,,,2.0
reference,5,2.0,2.0,1.0
ashleigh,2,,1.0,1.0
loocie,1,,,1.0
soonish,2,,,2.0
ane,1,,,1.0
toss,4,1.0,2.0,1.0
twitpics,1,,1.0,
shakalohana,1,1.0,,
wavez,1,1.0,,
surfin,1,1.0,,
guide,7,,2.0,5.0
ingexcited,1,,1.0,
reaons,1,1.0,,
reasons,7,4.0,2.0,1.0
slowing,1,1.0,,
tweetphoto,1,,1.0,
viewing,3,,2.0,1.0
sabbeth,2,,2.0,
buhahaha,1,,1.0,
rocks,24,2.0,18.0,4.0
socks,12,1.0,5.0,6.0
aj,3,1.0,2.0,
colin,4,,2.0,2.0
zulu,2,,,2.0
meth,1,,,1.0
newcastle,8,1.0,5.0,2.0
nontweetinggirlfriend,1,1.0,,
careless,4,4.0,,
vocals,3,2.0,,1.0
panera,3,2.0,,1.0
byyy,1,1.0,,
sthlm,1,,,1.0
gykd,3,,2.0,1.0
sounding,3,1.0,,2.0
lurgy,1,1.0,,
rope,3,2.0,,1.0
logic,7,1.0,,6.0
yayz,1,,,1.0
x3,4,1.0,2.0,1.0
horribly,3,1.0,,2.0
drained,2,1.0,,1.0
annpyimg,1,,1.0,
hits,7,2.0,5.0,
4jam0,3,,3.0,
lighting,3,,1.0,2.0
enhanced,1,,1.0,
angle,3,,3.0,
52aw,1,,1.0,
sparklers,1,,1.0,
political,3,,1.0,2.0
lvsn76,1,,,1.0
throw,20,7.0,6.0,7.0
knocked,5,,2.0,3.0
_shantz,1,,1.0,
heyy,13,1.0,4.0,8.0
shantell,1,,1.0,
britney,9,2.0,5.0,2.0
spears,3,,1.0,2.0
nobody,28,15.0,5.0,8.0
_nessiah,1,,,1.0
relationships,6,5.0,,1.0
dcxoty,1,,1.0,
vocabulary,1,,1.0,
benefit,3,,1.0,2.0
tigerheat,1,,,1.0
log,11,4.0,2.0,5.0
cara,1,1.0,,
students,12,2.0,5.0,5.0
union,4,2.0,,2.0
punters,1,,,1.0
skinny,2,1.0,1.0,
_avenue,1,,1.0,
sample,4,3.0,1.0,
cupcakey,1,,1.0,
treats,5,1.0,2.0,2.0
steal,6,2.0,3.0,1.0
ben,21,4.0,13.0,4.0
harper,1,,1.0,
boxing,5,1.0,1.0,3.0
beginning,10,3.0,3.0,4.0
_stack8,1,,,1.0
mady,1,,,1.0
truck,15,10.0,,5.0
15yyid,1,,,1.0
christmas,15,2.0,5.0,8.0
mtb,1,,,1.0
demons,6,,1.0,5.0
camee,1,1.0,,
offiacial,1,1.0,,
67xs0,1,1.0,,
glammyyy,1,,,1.0
crocker,1,,,1.0
deck,18,5.0,2.0,11.0
views,6,1.0,3.0,2.0
bonassin,1,,1.0,
ripleys,1,1.0,,
barack,4,,2.0,2.0
kinds,7,2.0,2.0,3.0
utorrent,1,1.0,,
destroytwitter,1,1.0,,
kings,5,1.0,2.0,2.0
mence,6,2.0,1.0,3.0
foolishness,1,1.0,,
_dee,1,,,1.0
crispy,2,,,2.0
waffles,2,,,2.0
4uy8l,1,,,1.0
drumming,1,,,1.0
ciara,5,,5.0,
timberfake,1,,1.0,
twitterena,3,,1.0,2.0
internship,1,,1.0,
acw,1,,,1.0
dazzleglasses,1,,,1.0
thomas,12,5.0,1.0,6.0
gunna,15,5.0,2.0,8.0
jalapeno,1,,,1.0
torta,3,,1.0,2.0
los,3,1.0,,2.0
chaparros,1,,,1.0
memorize,1,,1.0,
julius,1,,1.0,
caesar,1,,1.0,
twitted,1,1.0,,
nri,1,1.0,,
karan,1,1.0,,
johar,1,1.0,,
generation,6,3.0,,3.0
munched,1,,,1.0
weigh,4,1.0,,3.0
audiotistic,1,,,1.0
dull,4,2.0,1.0,1.0
kulps,1,,1.0,
_hall,2,1.0,1.0,
pissing,7,7.0,,
turtles,2,,1.0,1.0
norskart,1,,,1.0
exhibition,4,1.0,,3.0
xht1phgl3,1,,,1.0
miserably,5,4.0,,1.0
dense,1,,1.0,
treatment,3,1.0,1.0,1.0
cps,1,,1.0,
continuation,1,,1.0,
interpreter,1,,1.0,
sicp,1,,1.0,
spiderwoman,1,,1.0,
blogger,3,1.0,2.0,
mentor,4,1.0,2.0,1.0
climbs,2,,2.0,
walls,4,,3.0,1.0
digg,7,1.0,1.0,5.0
d1qeua,1,,1.0,
yest,3,1.0,2.0,
rohan,2,2.0,,
swindon,1,,1.0,
jolly,1,,,1.0
phobia,2,2.0,,
phobias,1,1.0,,
workwhat,1,1.0,,
slacking,4,2.0,2.0,
earned,3,,1.0,2.0
esh,1,,1.0,
erin,6,,3.0,3.0
colorado,7,,1.0,6.0
twittttty,1,,,1.0
wildomar,1,,,1.0
ca,10,4.0,1.0,5.0
towing,1,,,1.0
_y_tony,3,1.0,,2.0
peoples,14,3.0,4.0,7.0
trains,12,5.0,4.0,3.0
babys,4,2.0,1.0,1.0
booboo,2,2.0,,
cecaused,4,3.0,1.0,
673vt,1,1.0,,
selected,6,3.0,1.0,2.0
outstanding,1,,1.0,
presentations,3,1.0,,2.0
poster,6,2.0,3.0,1.0
discussants,1,1.0,,
breathing,3,1.0,,2.0
demon,1,,,1.0
sam,23,9.0,6.0,8.0
numb,3,1.0,,2.0
skittles,1,1.0,,
yalls,2,1.0,,1.0
backs,3,1.0,2.0,
sweeties,1,1.0,,
heated,3,2.0,,1.0
battle,7,,4.0,3.0
fought,3,2.0,1.0,
valiantly,1,,1.0,
bestie,6,1.0,4.0,1.0
romania,1,,,1.0
tweeter,5,1.0,2.0,2.0
colleagues,7,3.0,1.0,3.0
loner,5,4.0,,1.0
eeeeeeeeeeeeee,1,1.0,,
sia,2,2.0,,
seee,1,1.0,,
speaks,2,1.0,,1.0
unzela,1,1.0,,
hashim,1,1.0,,
dosnt,1,1.0,,
bliss,4,1.0,3.0,
jeremy,4,2.0,2.0,
bothering,3,2.0,1.0,
adventure,6,1.0,1.0,4.0
yoga,7,,4.0,3.0
healthy,18,7.0,9.0,2.0
believers,2,1.0,,1.0
warped,5,,1.0,4.0
funnel,1,,,1.0
mag,6,1.0,2.0,3.0
fest,6,,1.0,5.0
wipe,1,,,1.0
slate,1,,,1.0
jelly,4,,,4.0
panahra,1,1.0,,
fond,2,,1.0,1.0
kittens,2,,,2.0
balloon,2,,,2.0
concern,4,,3.0,1.0
rolf,1,,1.0,
txt,6,2.0,1.0,3.0
shush,1,1.0,,
joys,2,1.0,1.0,
ulcers,1,1.0,,
healed,2,1.0,,1.0
uminaa,1,,,1.0
dmv,6,1.0,,5.0
tall,3,1.0,1.0,1.0
lifts,2,,2.0,
decker,1,,,1.0
_mcflyandjb,2,,,2.0
twittered,5,1.0,2.0,2.0
sixteenth,1,,,1.0
yikes,3,2.0,,1.0
re74xc,1,,1.0,
umbrella,4,,2.0,2.0
peoplee,1,,1.0,
_inthemaking,1,,,1.0
jarita,1,,,1.0
drool,2,,,2.0
hostage,5,3.0,1.0,1.0
animation,3,,3.0,
fifth,3,1.0,2.0,
bl,4,2.0,1.0,1.0
raise,5,2.0,1.0,2.0
price,14,5.0,6.0,3.0
ashleighhh,2,,,2.0
vw,2,,1.0,1.0
attempting,7,3.0,2.0,2.0
musicboat,1,,,1.0
cruise,9,1.0,3.0,5.0
freakinggg,1,1.0,,
lookse,1,1.0,,
sandals,1,1.0,,
wearther,1,1.0,,
wayne,2,,1.0,1.0
bonnie,2,,1.0,1.0
oster,1,,,1.0
alltel,1,,,1.0
marking,1,,,1.0
triste,3,3.0,,
bother,10,6.0,3.0,1.0
greedy,3,1.0,1.0,1.0
fledged,1,,1.0,
widget,3,,2.0,1.0
within,15,4.0,6.0,5.0
nv,1,,1.0,
booked,18,5.0,3.0,10.0
tracky,1,,1.0,
daks,1,,1.0,
colder,2,,2.0,
porridge,3,1.0,1.0,1.0
legend,4,,3.0,1.0
inotia,1,,,1.0
solution,5,,2.0,3.0
intrusion,1,,1.0,
burp,2,1.0,,1.0
nauseas,1,1.0,,
medicine,7,2.0,1.0,4.0
joes,7,2.0,4.0,1.0
sleeper,2,,1.0,1.0
1am,7,1.0,2.0,4.0
curious,9,,7.0,2.0
mall,19,6.0,5.0,8.0
cab,8,4.0,4.0,
brave,4,,4.0,
walkin,2,1.0,1.0,
lions,1,,1.0,
leacing,1,,,1.0
needle,5,2.0,1.0,2.0
stings,2,1.0,,1.0
5jib6,1,1.0,,
shenanigans,1,1.0,,
fightstar,1,,,1.0
mercury,1,,,1.0
dbm4n6,1,,,1.0
cnkhev,1,,,1.0
freemusic,1,,,1.0
sunscreen,3,1.0,1.0,1.0
creditcard,1,,1.0,
sized,7,1.0,4.0,2.0
memory,12,3.0,4.0,5.0
hobo,3,1.0,,2.0
tramp,1,1.0,,
cyrus,11,1.0,6.0,4.0
ach,5,3.0,,2.0
tinternet,2,,,2.0
wout,1,,,1.0
buzz,8,3.0,3.0,2.0
quit,20,7.0,1.0,12.0
_lord,2,1.0,,1.0
ld,1,1.0,,
yessssss,1,,,1.0
planting,2,,1.0,1.0
hurley,1,,1.0,
_toni,1,,,1.0
layout,5,2.0,1.0,2.0
hyperlinks,1,1.0,,
indentation,1,1.0,,
clicking,2,1.0,,1.0
_h786,1,,,1.0
dnt,24,12.0,7.0,5.0
dif,1,,,1.0
d7tb38,1,,1.0,
photoshop,12,2.0,4.0,6.0
auto,11,3.0,3.0,5.0
suv,3,1.0,,2.0
66of2,1,,,1.0
stepmoms,2,,1.0,1.0
extplorer,1,,,1.0
effort,10,1.0,5.0,4.0
pushit,1,1.0,,
toured,2,1.0,,1.0
americana,1,,,1.0
loveee,4,,3.0,1.0
realization,1,1.0,,
begin,8,2.0,2.0,4.0
rat,7,3.0,1.0,3.0
ewwwww,1,,,1.0
marra,1,,,1.0
ecxcited,1,,,1.0
annabel,1,,,1.0
metal,10,6.0,3.0,1.0
mooneys,1,,1.0,
view,25,9.0,4.0,12.0
mirrors,3,1.0,1.0,1.0
thermal,1,1.0,,
75c,1,1.0,,
gpu,2,2.0,,
succesful,1,,1.0,
cancertown,1,,1.0,
slovakian,1,,1.0,
refreshing,5,1.0,4.0,
tarmac,4,2.0,2.0,
lurk,1,,,1.0
poured,3,,2.0,1.0
whiskey,4,,,4.0
joey,5,,3.0,2.0
sanctuarysunday,5,,4.0,1.0
bots,4,2.0,1.0,1.0
retweets,2,,,2.0
bid,1,,,1.0
hairstyle,4,2.0,,2.0
wealth,2,2.0,,
hairdresser,3,2.0,,1.0
mahalo,1,,1.0,
kauai,1,,1.0,
organ,1,,,1.0
ejamming,1,,,1.0
pantry,2,1.0,,1.0
ignoring,7,6.0,,1.0
calories,2,1.0,,1.0
yeahhhhhhhhhhhhh,1,,,1.0
bags,11,4.0,6.0,1.0
macris,1,,1.0,
deli,3,,1.0,2.0
lunching,1,,1.0,
greek,3,,3.0,
trojan,2,,2.0,
dor,1,1.0,,
collect,4,1.0,,3.0
berlin,5,1.0,1.0,3.0
broadway,3,1.0,1.0,1.0
gurl,5,2.0,2.0,1.0
_cochran,1,,,1.0
corey,2,,1.0,1.0
30pm,11,5.0,1.0,5.0
blasted,1,,1.0,
dlukasrossi,1,,1.0,
lukas,1,,1.0,
locked,11,2.0,2.0,7.0
convince,8,,4.0,4.0
protected,1,,1.0,
profiles,4,,2.0,2.0
installed,11,2.0,2.0,7.0
faster,9,2.0,1.0,6.0
slower,8,3.0,,5.0
replying,8,2.0,1.0,5.0
sash,1,,,1.0
sill,1,,,1.0
gtfo,1,,1.0,
qxxhi,1,,1.0,
bridesmaids,1,,1.0,
bride,6,1.0,4.0,1.0
rockin,6,,4.0,2.0
reception,9,2.0,2.0,5.0
meter,2,1.0,1.0,
puted,1,1.0,,
jipped,1,1.0,,
button,20,8.0,3.0,9.0
wich,2,1.0,1.0,
yumm,4,,3.0,1.0
aladdin,1,1.0,,
fed,8,5.0,3.0,
goodness,19,1.0,9.0,9.0
pinch,2,,,2.0
urgggh,1,1.0,,
footwear,1,1.0,,
_1210,2,,,2.0
wednesday,27,8.0,6.0,13.0
cheesecake,8,4.0,1.0,3.0
asks,3,1.0,1.0,1.0
griting,1,,1.0,
rqo76,1,,1.0,
rocstar,1,,,1.0
ontd,1,,,1.0
sic,2,,,2.0
fav5,1,,,1.0
loney,1,1.0,,
sub,7,,1.0,6.0
metro,6,1.0,2.0,3.0
laurie,4,2.0,1.0,1.0
ummmnnn,2,,2.0,
letting,15,7.0,3.0,5.0
babysit,2,,1.0,1.0
nephew,8,3.0,1.0,4.0
nare,1,,,1.0
nightall,1,,,1.0
saddened,3,3.0,,
husker,1,1.0,,
grumble,3,3.0,,
kindness,2,,1.0,1.0
christina,3,1.0,2.0,
garrit,1,1.0,,
znl,1,1.0,,
oswgh,1,1.0,,
softy,1,,,1.0
pouring,9,3.0,2.0,4.0
sickkkkk,1,1.0,,
celina,1,1.0,,
uhpp,1,1.0,,
myhouse,1,,,1.0
cinema,10,2.0,4.0,4.0
sang,9,,3.0,6.0
wellington,3,,3.0,
default,7,,2.0,5.0
themes,3,,,3.0
pero,4,1.0,,3.0
dumugo,1,,,1.0
ilong,1,,,1.0
kaka,1,,,1.0
tweak,1,,,1.0
font,4,1.0,1.0,2.0
rprmr,1,,,1.0
_nj,1,,,1.0
lilys,1,1.0,,
stinky,1,1.0,,
teased,4,,3.0,1.0
af8jt,2,,,2.0
reeses,2,,2.0,
animal,10,5.0,1.0,4.0
crackers,2,1.0,1.0,
tnx,3,1.0,,2.0
cass,1,,,1.0
selena,5,3.0,2.0,
gal,2,1.0,,1.0
ten,16,3.0,5.0,8.0
whooo,1,,1.0,
hoooo,1,,1.0,
budden,1,,1.0,
_attack,1,,1.0,
joe,20,4.0,5.0,11.0
_kimbalicious,2,1.0,,1.0
immediately,5,2.0,1.0,2.0
yooo,2,1.0,,1.0
myyyyye,1,1.0,,
freshman,3,1.0,1.0,1.0
heartbroken,2,2.0,,
kiyosakis,2,,,2.0
cleaner,5,,3.0,2.0
gained,5,2.0,2.0,1.0
3lbs,1,1.0,,
ramen,3,1.0,1.0,1.0
sleepyhead,1,,1.0,
dilfs,1,,1.0,
rawknroll,1,,1.0,
radio23,1,,1.0,
spring,17,2.0,6.0,9.0
rawk,1,,1.0,
graduating,7,4.0,3.0,
breakin,1,1.0,,
trialing,1,,1.0,
trials,2,,1.0,1.0
screeching,1,,1.0,
halt,2,,1.0,1.0
roooooooooom,1,,,1.0
dsi,3,,2.0,1.0
brain,27,10.0,4.0,13.0
mush,1,,1.0,
gooooooodmorning,1,,1.0,
confusing,8,5.0,,3.0
wth,6,2.0,3.0,1.0
policy,3,1.0,1.0,1.0
affecting,1,1.0,,
personality,5,2.0,2.0,1.0
headphones,4,1.0,1.0,2.0
kaput,1,1.0,,
bose,2,2.0,,
e3,11,1.0,4.0,6.0
g4tvs,1,,,1.0
g4,3,,,3.0
basic,5,1.0,1.0,3.0
premium,3,,1.0,2.0
qdoba,2,2.0,,
mp3,5,1.0,2.0,2.0
player,13,5.0,5.0,3.0
brick,4,,2.0,2.0
slim,4,2.0,1.0,1.0
spotify,4,,4.0,
cn,4,,4.0,
unlimited,3,,2.0,1.0
interuptions,1,,1.0,
chats,2,,2.0,
allergies,15,9.0,2.0,4.0
belong,7,1.0,3.0,3.0
67uc7,1,1.0,,
lend,3,2.0,,1.0
appt,10,3.0,2.0,5.0
4pm,9,,3.0,6.0
powerful,3,,,3.0
itch,2,1.0,,1.0
tackle,3,,,3.0
appropriate,4,2.0,2.0,
concur,2,,1.0,1.0
kmvl,1,,,1.0
vas,1,,,1.0
clouds,11,1.0,2.0,8.0
modity,1,,,1.0
cloud,8,1.0,2.0,5.0
helloooo,2,,1.0,1.0
cnaterbury,1,,1.0,
bine,2,,2.0,
fx,1,,1.0,
1000x,1,,1.0,
reborn,2,,1.0,1.0
aight,6,1.0,2.0,3.0
tapit,1,,,1.0
e446wwhllyar,1,,,1.0
tk3h6694prmp,1,,,1.0
9r46tahxefkt,1,,,1.0
cabinet,2,1.0,1.0,
appts,1,,1.0,
takers,4,3.0,,1.0
fininsh,1,,1.0,
duper,3,,3.0,
pour,3,1.0,1.0,1.0
reactivation,1,,1.0,
hiii,4,1.0,,3.0
whbuv,1,,,1.0
speeding,3,1.0,1.0,1.0
muah,6,,5.0,1.0
butter,16,2.0,6.0,8.0
bonations,1,,1.0,
meditate,2,,1.0,1.0
hmph,8,6.0,1.0,1.0
effective,3,1.0,1.0,1.0
findings,1,1.0,,
burning,6,3.0,,3.0
honour,7,,3.0,4.0
starwarsday,9,,2.0,7.0
fired,4,1.0,,3.0
glory,2,,,2.0
vinegar,4,,1.0,3.0
bordom,1,1.0,,
explained,1,,,1.0
waaa,4,3.0,,1.0
actions,3,2.0,1.0,
pfff,2,,,2.0
sucksss,2,1.0,,1.0
myrtle,3,,1.0,2.0
sc,3,,1.0,2.0
woeiwoeiwoei,1,,,1.0
faded,1,1.0,,
tmw,4,2.0,1.0,1.0
salute,2,,2.0,
feminine,1,,1.0,
joeman,1,,1.0,
_hawt,2,,1.0,1.0
gizmo,1,,1.0,
h8s,1,,1.0,
growls,1,,1.0,
pruple,1,,1.0,
scar,3,2.0,1.0,
fingie,1,,1.0,
mashed,3,2.0,,1.0
potatoes,4,1.0,,3.0
vegies,1,,,1.0
bone,3,1.0,,2.0
rub,8,2.0,1.0,5.0
surfs,1,,,1.0
moi,7,,2.0,5.0
applying,4,,3.0,1.0
panic,13,5.0,,8.0
55am,1,,,1.0
fanmail,1,,1.0,
wgn,2,,,2.0
calm,8,2.0,2.0,4.0
airing,1,,,1.0
programing,1,,,1.0
bite,6,1.0,2.0,3.0
shouting,2,1.0,,1.0
dope,4,,2.0,2.0
3bnas,1,,1.0,
ilove,4,,3.0,1.0
inspiration,7,1.0,5.0,1.0
_lou,1,,1.0,
gmu,1,,,1.0
masters,2,1.0,,1.0
sys,1,,,1.0
eng,1,,,1.0
program,15,5.0,2.0,8.0
tati,1,,,1.0
emal,1,,,1.0
doll,4,2.0,1.0,1.0
deed,3,1.0,2.0,
musical,9,3.0,4.0,2.0
flyleaf,1,1.0,,
goodluck,4,,4.0,
ako,5,,3.0,2.0
x2bnl,1,,1.0,
twistory,1,,,1.0
stole,8,5.0,2.0,1.0
pisssing,1,1.0,,
lautner,1,,1.0,
soetimes,1,,,1.0
lives,17,7.0,7.0,3.0
overheating,2,2.0,,
ac,12,6.0,1.0,5.0
fixd,1,,,1.0
hacked,5,3.0,,2.0
seemed,7,2.0,4.0,1.0
suspicious,2,,,2.0
newlyweds,1,,,1.0
mandarin,1,,1.0,
hahahahahahhah,1,,,1.0
bff,15,6.0,4.0,5.0
leetbix,1,,,1.0
wahey,1,,1.0,
fancy,17,2.0,9.0,6.0
remaining,1,,1.0,
intelligence,1,,1.0,
refactor,1,,1.0,
rewrite,2,,1.0,1.0
package,12,6.0,3.0,3.0
paulo,4,1.0,3.0,
fortunately,2,,2.0,
brasilia,1,,1.0,
flashcads,1,,1.0,
havee,2,1.0,1.0,
yesterdayy,1,,1.0,
quotess,1,,1.0,
umm,11,5.0,2.0,4.0
garth,1,,1.0,
brooks,2,1.0,1.0,
originally,4,1.0,,3.0
_rashid,2,1.0,1.0,
reeeaaaally,1,1.0,,
stockings,1,1.0,,
glee,1,1.0,,
disappoint,5,4.0,1.0,
nascar,3,1.0,1.0,1.0
redneck,1,1.0,,
grand,18,4.0,4.0,10.0
pressie,2,1.0,1.0,
clue,13,4.0,3.0,6.0
omgsh,2,1.0,1.0,
meself,1,1.0,,
se,5,2.0,1.0,2.0
chingo,2,,1.0,1.0
busting,2,,1.0,1.0
lucia,1,,,1.0
waaaaay,4,2.0,,2.0
mamis,1,,1.0,
gg,4,1.0,,3.0
prodigy,2,,2.0,
amaize,1,,1.0,
tbqh,1,,1.0,
venessa,1,,,1.0
screwing,2,1.0,1.0,
lovee,5,,4.0,1.0
grandpa,8,3.0,,5.0
bodies,4,2.0,1.0,1.0
4wi78,1,,1.0,
bu,1,,1.0,
rt,3,,1.0,2.0
barcampbkk3,1,,1.0,
mp3s,1,,1.0,
personalize,1,1.0,,
_geronimo,1,,1.0,
earlierrr,1,,1.0,
tooz,1,,1.0,
trade,5,1.0,1.0,3.0
skunks,1,,,1.0
livin,4,,1.0,3.0
nightshift,3,1.0,,2.0
_a_bo0,1,,1.0,
pom,1,,1.0,
chi,8,2.0,4.0,2.0
creating,5,1.0,2.0,2.0
mens,6,1.0,1.0,4.0
jewelry,2,,1.0,1.0
frequent,2,,1.0,1.0
walks,4,1.0,2.0,1.0
houses,4,2.0,2.0,
elephants,1,,,1.0
magnificent,3,,2.0,1.0
restrictions,3,2.0,,1.0
pleease,1,,,1.0
row,21,6.0,4.0,11.0
yearbook,5,2.0,1.0,2.0
birdies,1,,1.0,
cocktails,4,2.0,2.0,
mikey,5,2.0,1.0,2.0
robins,2,1.0,,1.0
